id,title,link,price,location,description,main_image_url,scraped_at
103682,"Nyumba ya vyumba viwili inapangishwa Magomeni, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-viwili-inapangishwa-magomeni-dar-es-salaam/0047b914-7489-4680-9bb8-450e1dd6440d,"Sh.700,000","Magomeni, Kinondoni, Dar Es Salaam","NEW APPATMENT FOR RENT
✍️ 2 BEDROOMS 1 MASTER BEDROOM
✍️ SITTING ROOM
✍️ KITCHEN
✍️ PUBLIC TOILET
LOCATION: MAGOMENI
PRICE: 700,000/=
TERMS OF PAYMENT: 7 MONTHS IN ADVANCE
LUKU INAJITEGEMEA
CAR PARKING AVAILABLE
NB, VIEWING FEE: 20,000/=
0656386610
0686969954",https://makazimapya.s3.amazonaws.com/public/ads/images/9126813d-1179-47aa-b5e0-ddda6480f29d.jpg,2025-09-13 11:17:55.561655+00
138904,"Nyumba ya vyumba vitatu inapangishwa Mbezi, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inapangishwa-mbezi-dar-es-salaam/0bb45d97-5021-4dfa-98a9-cdedd633db60,"Sh.500,000","Mbezi, Ubungo, Dar Es Salaam","APARTMENT ZINA PANGISHWA MBEZI KWA MSUGURI KM1 KUTOKA LAMI
------
Vyumba 3 vya kulala kimoja master bedroom
Seble kubwa sana
Dinning room
Jiko kubwa
Public toilet
Maji yana flow
Ndani ya fence
Parking space kubwa sana
-------
Service charge 15,000
Kodi 500,000x6
Malipo ya dalali ya mwezi mmoja tu
--------
Contact
#0676_218580(#0676_218580)
#0693_673010
#dalali_big__kimara🇹🇿
#KIUMBE_REAL_ESTATE_AGENT
EPUKA MATAPELI FANYA KAZI NA MADALALI WENYE OFFICE OFFICE WALIYO SAJILIWA 🙏",https://makazimapya.s3.amazonaws.com/public/ads/images/66912454-53f3-4930-a208-222ec76fbdaf.jpg,2025-11-16 20:19:16.625069+00
103684,"Nyumba/Apartment ya vyumba vinne inapangishwa Sinza, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-ya-vyumba-vinne-inapangishwa-sinza-dar-es-salaam/8466b393-a1bc-402f-aa19-df48d237b552,"Sh.30,000","Sinza, Ubungo, Dar Es Salaam","Apartment for rent
Country:- Tanzania
City:- Dar es salaam
Location:- Sinza Madukani
Price:- 800K per month
Features:-
1.Three bedrooms (Ina vyumba vitatu vya kulala)
2.Ine bedroom is a self contained
3.Spacious sitting room
4.Kichen
5.Public toilet
6.Air confitioner
7.Heater
Note:- Viewing charge 30K
Agent commission for one month apply
0656386610
0686969954",https://makazimapya.s3.amazonaws.com/public/ads/images/7192670d-e7ea-406e-b893-c499246de65c.jpg,2025-09-13 11:18:00.839743+00
140783,"Nyumba/Apartment inapangishwa Kiluvya, Pwani",https://makazimapya.com/listings/nyumbaapartment-inapangishwa-kiluvya-pwani/d3091b72-865d-40f2-b4b2-25b89e207c6f,"Sh.150,000","Kiluvya, Kisarawe, Pwani","APARTMENT MPYA ZINAPANGISHWA KILUVYA MPAKANI 150K
Chumba cha kulala sebule Choo ndani
Kodi 150,000 Kwa mwezi × 3
Inajitegemea umeme na maji yanaflow chooni
Ndani ya fence parking IPO
Umbali dakika 7 Kwa miguu toka Morogoro Road
Kupelekwa kuona nyumba elfu 15
PIGA SIMU 0789049684",https://makazimapya.s3.amazonaws.com/public/ads/images/0baf16ca-84dc-4022-9639-c3b52e904b49.jpg,2025-11-19 06:40:46.216225+00
141999,"Nyumba/Apartment inapangishwa Kimara, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-inapangishwa-kimara-dar-es-salaam/fe22f9f7-f286-4e8d-b833-1ea1a6fbe3e8,"Sh.300,000","Kimara, Ubungo, Dar Es Salaam","(300,000X6) KIMARA KOROGWE DK 15 KWA MIGUU KUTOKA MOROGORO ROAD
➖➖➖➖➖➖➖➖➖➖
HIZI APARTMENT ZINAPANGISHWA ZIPO 2 TU KWENYE COMPAUND MOJA KATI YA IZO MOJA IPO WAZI
#SEBULE KUBWA SANA
#CHUMBA MASTER KUBWA
#JIKO ZURI SANA LENYE MAKABATI YA KISASA
#LUKU NA MITER YA MAJI VINAJITEGEMEA MAJI DAWASA YANATOKA NDANI NYUMBA ZIPO NDANI YA FENSI PARKING IPO
#TAILZY GIPSAM ALUMINUM SLAIDING WINDOW
#LOCATION KIMARA KOROGWE DK 15 KWA MIGUU KUTOKA MWENDOKASI BODA BUKU MPAKA GETINI
#BEI NI 300,000 KWA MWEZI MALIPO MIEZI SITA
➖➖➖➖➖➖➖➖➖➖
KUPELEKWA SITE ELF 15
UNAPOLIPIA NYUMBA UTAMLIPA DALALI KODI YA MWEZI
➖➖➖➖➖➖➖➖➖➖
CONTACT US:
0716223412
0618976453",https://makazimapya.s3.amazonaws.com/public/ads/images/4b21e0c5-6c20-4f3c-9613-c9b7f8164a60.jpg,2025-11-20 15:54:31.877626+00
142653,"Nyumba inapangishwa Tabata, Dar Es Salaam",https://makazimapya.com/listings/nyumba-inapangishwa-tabata-dar-es-salaam/3943861b-5892-46cc-acf5-845d09bc983e,"Sh.350,000","Tabata, Ilala, Dar Es Salaam","APARTMENT NZURI YA KISASA INAPANGISWA
KODI 350K X6
SIFA ZAKE
#VYUMBA_VITATU_VYA_KULALA
#KIMOJAWAPO_MASTER_BEDROOM
#SEBULE
#JIKO
#DINNING
LOCATION
TABATA KIMANGA MWISHO
APARTMENT HII IPO NDANI YA FENSI PARKING SPACE KUBWA PEVING BLOCK
#INAJITEGEME UMEME NA MAJI DAWASA PIA YANAFLOW NDANI
#GHARAMA ZA KUONA NYUMBA 20,000
SIMU
0712656027",https://makazimapya.s3.amazonaws.com/public/ads/images/437159e1-886d-4591-a7d3-ca8204c9f7cc.jpg,2025-11-22 18:13:27.662718+00
133231,"Kiwanja kinauzwa Mawasiliano, Morogoro",https://makazimapya.com/listings/kiwanja-kinauzwa-mawasiliano-morogoro/f20e8bfb-d5e7-4d45-82c6-11f61601d7d6,"Sh.1,300,000,000","Mawasiliano, Ulanga, Morogoro","KIWANJA KIZURI KISASA POLISI KINATAZAMA LAMI KIPO KARIBU NA DAR ROAD/MORO ROAD
_______
MAHALI-KISASA (KITUO CHA POLISI)
_______
UKUBWA WA KIWANJA-4441SQM
_______
-KINA FENSI UPANDE MMOJA
-KINA ENEO KUBWA SANA
_______
DOCUMENT-HATI
NB-KINAFAA KWA BIASHARA MFANO =FLAME ZA MADUKA,TAASISI,HOTEL/LODGE,WAREHOUSE/GODOWN,BUS TERMINAL/PARKING IYARD -NK.
_______
BEI-1.3B (MAONGEZI KIDOGO YAPO)
_______
GHARAMA ZA KWENDA SITE-20,000/=
_______
MAWASILIANO
0675228261
0672370722",https://makazimapya.s3.amazonaws.com/public/ads/images/ad7522e1-1f90-4835-bddd-3c83ee646e46.jpg,2025-11-05 11:02:26.709674+00
136345,"Nyumba ya vyumba vitatu inapangishwa Tabata, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inapangishwa-tabata-dar-es-salaam/04f4e704-0f8f-449f-888e-585753326f96,"Sh.400,000","Tabata, Ilala, Dar Es Salaam","HOUSE FOR RENT
STAND ALONE
LOCATION:TABATA KINYEREZI MSKITINI
PRICE:400,000/=
SERVICE CHARGE:20,000/=
BILA KUSAHAU KODI YA MWEZI MMOJA WA DALALI_ZACK_TABATA
3BEDROOM
1MASTER BEDROOM
SITTING ROOM
DINNING ROOM
ELECTRICAL FAN
PUBLIC TOILET INSIDE
KITCHEN
CABINET
DAWASCO WATER 24HRS
RESERD WATER TANK
LUKU INDEPENDENTS
SLIDING WINDOWS
TILES
GYPSUM
FANCED
CARS PARKING
PELVING BLOCKS
CONT:0655 049671 WATSUP & CALLS
DALALI_ZACK_TABATA",https://makazimapya.s3.amazonaws.com/public/ads/images/577d3450-d95d-40ea-a48d-d7661d492271.jpg,2025-11-13 20:21:42.551758+00
138905,"Nyumba inapangishwa Kimara, Dar Es Salaam",https://makazimapya.com/listings/nyumba-inapangishwa-kimara-dar-es-salaam/2c011924-96ed-4d53-8afc-03fafee543ad,"Sh.250,000","Kimara, Ubungo, Dar Es Salaam","APARTMENT MPYA KABISA ZINA PANGISHWA KIMARA MWISHO DK5 KWA MIGUU KUTOKA LAMI
-------
Chumba master kikubwa
Seble kubwa
Jiko safi la kwako mwenyewe la njee
Luku yako
Public toilet
Maji yana flow
Ndani ya fence
Parking space kubwa sana
--------
Service charge 15,000/=
Kodi 250,000X6
----------
Malipo ya dalali ya mwezi mmoja ambayo ni laki 2.5
-----------
Contact
#0676_218580(WhatsApp)
#0693_673010
#Dalali_big_kimara
#KIUMBE_REAL_ESTATE_AGENT
EPUKA MATAPELI FANYA KAZI NA MADALALI WENYE OFFICE NA WALIYO SAJILIWA 🙏",https://makazimapya.s3.amazonaws.com/public/ads/images/0a4c5424-58db-4745-8570-588cd23e3348.jpg,2025-11-16 20:19:20.794041+00
140784,"Nyumba inapangishwa Kibamba, Dar Es Salaam",https://makazimapya.com/listings/nyumba-inapangishwa-kibamba-dar-es-salaam/4cd42931-e8d7-4691-b200-5201f9d5c108,"Sh.120,000","Kibamba, Ubungo, Dar Es Salaam","APARTIMENT INAPANGISHWA KIBAMBA SHULE #120K
====
Chumba Cha kulala Kikubwa
Sebule kubwa
Choo ndani
Inajitegemea umeme Maji yanaflow chooni
===
Bei:120,000 kwa mwezi x 6
===
Toka kituoni unatembea tu dakika 9-11
===
Kupelekwa kuona Nyumba elfu 15 itadumu mpaka Upate bila kuchajiwa Tena
====
PIGA SIMU 0789049684",https://makazimapya.s3.amazonaws.com/public/ads/images/4dfe2a15-e5fe-4bc0-91df-454fcb3e325f.jpg,2025-11-19 06:40:51.330604+00
103689,"Kiwanja kinauzwa Mahina, Mwanza",https://makazimapya.com/listings/kiwanja-kinauzwa-mahina-mwanza/b3987bf2-b78f-4860-a460-26108974d399,"Sh.12,000,000","Mahina, Nyamagana, Mwanza","KIWANJA KINAUZWA MAHINA
-ukubwa wa kiwanja ni 636 SQM
-kiwanja kina hati miliki
-bei Milioni 12
☎️ 0743220097",https://makazimapya.s3.amazonaws.com/public/ads/images/67b9eef7-0337-4aa4-9d28-fc697c8a498a.jpg,2025-09-13 11:18:15.573038+00
142000,"Nyumba/Apartment inapangishwa Kimara, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-inapangishwa-kimara-dar-es-salaam/04360e14-f62d-43f5-b496-9305db40a6f4,"Sh.28,000","Kimara, Ubungo, Dar Es Salaam","(280,000X6)KIMARA SUKA DK 8 KWA MIGUU KUTOKA MOROGORO ROAD
——
APARTMENT NZURI NA KUBWA. INAPANGISHWA
💥 APARTMENT HII INA SIFA ZIFUATAZO
#CHUMBA KIKUBWA
#SEBULE KUBWA
#CHOO CHA NDANI KWA NDANI KIZURI
#LUKU NA MITA YA MAJI DAWASA INAJITEGEMEA
APARTMENT HII IPO KIMARA SUKA UPANDE WA KULIA KAMA UNAENDA MBEZI KUTOKA MOROGORO ROAD HADI KWENYE NYUMBA NI DK 8 TUU KWA MIGUU
BEI NI 28000K X 6
NJIA NI RAFIKI KWA AINA ZOTE ZA MAGARI HADI KWENYE NYUMBA
KUPELEKWA KUONA NYUMBA SERVICE CHUGG NI 15
NA UKIPENDA NYUMBA NI KODI YA MWEZI MMOJA KWA DALALI PINDI ULIPIAPO NYUMBA
Pia Kuna chumba na sebule jiko na choo ndani laki moja na themanini  maji umeme INAJITEGEMEAA
SIMU
0716223412
0618976024",https://makazimapya.s3.amazonaws.com/public/ads/images/9fe3f4a6-002e-4b83-b99e-5938fc5dd9b0.jpg,2025-11-20 15:54:34.299481+00
142654,"Nyumba/Apartment inapangishwa Kimara, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-inapangishwa-kimara-dar-es-salaam/4b9c1f32-b9ab-435f-a23a-194a319eae86,"Sh.170,000","Kimara, Ubungo, Dar Es Salaam","APARTMENT NZURI SANA YA KISASA
NDANI YA FENCE
MASTER BEDROOM  KUBWA & KITCHEN
INAPANGISHWA
KIMARA TEMBONI
💥 *KODI YAKE 170K X3//*
#MASTER BEDROOM KUBWA ''SINGLE''
##JIKO SAFI ( OPEN KITCHEN)
#TILES
#GIPSUM
#ALMINIUM
#UMEME WAKE SUBMETER
#METER YAKE YA MAJI SAFI DAWASA, NA YANAFLO NDANI.
🏘️APARTMENT HIZI ZIPO KIMARA TEMBONI UPANDE WA KUSHOTO KAMA UNAELEKEA MBEZI
UMBALI WAKE KUTOKEA MOROGORO ROAD HADI KWENYE NYUMBA NI KM2.
BAJAJI  TSH 700/=
BODA  TSH 1000/=
🏡🏘️🇹🇿KARIBUNI SAANA.
SIMU
0712656027",https://makazimapya.s3.amazonaws.com/public/ads/images/5529651a-b164-49bd-9d27-5b700b0356a5.jpg,2025-11-22 18:13:31.390046+00
143037,"Nyumba inapangishwa Kimara, Dar Es Salaam",https://makazimapya.com/listings/nyumba-inapangishwa-kimara-dar-es-salaam/abd85fed-7ebe-486d-9321-5bb16e8e25d4,"Sh.547,258","Kimara, Ubungo, Dar Es Salaam","CHUMBA SEBULE MASTER YA KISASA NA NDAN YA FENSI
LOCATION: KIMARA  SUKA GOLAN
CHUMBA SEBULE KUBWA SANA .150X6
MAJI YAPO YANAFLOW NDANI CHUMBAN
UMEME LUKU MNASHEA WATATU
MAJI YANAFLOW CHOONI \n \n\nKODI 150X6  ZIPO NDAN YA FENCE
ZIPO KIMARA SUKA GOLAN UPANDE WA KUSHOTO KAMA UNAENDA MBEZI\n\nUMBALI KM 2,5 UKISHUKA DAKIKA  2  U
USAFIRI BAJAJI 700
KUONESHWA NYUMBA HII GARAMA YAKE NI SHILINGI 15,000
NA UKIPENDA NYUMBA NI KODI YA MWEZI MMOJA KWA DALALI PINDI ULIPIAPO NYUMBA
IPO NDAN YA FENSI
KIMARA  SUKA golan UMBA KM 2 NJOO NAPESA  DALALI  MWEZI MMOJA
What saapp number 0689-547258",https://makazimapya.s3.amazonaws.com/public/ads/images/2edbaf2e-4622-4b97-9c0f-42af6a598dc1.jpg,2025-11-24 19:18:19.911952+00
103696,"Nyumba inapangishwa Magomeni, Dar Es Salaam",https://makazimapya.com/listings/nyumba-inapangishwa-magomeni-dar-es-salaam/c9995816-867d-4906-8f36-1eb129f9bb3d,"Sh.400,000","Magomeni, Kinondoni, Dar Es Salaam","NEW APPATMENT FOR RENT
✍️ MASTER BEDROOM
✍️ SITTING ROOM
✍️ OPEN KITCHEN
LOCATION: MAGOMENI MAPIPA
PRICE: 400,000/=
TERMS OF PAYMENT: 6 MONTHS IN ADVANCE
LUKU INAJITEGEMEA
CAR PARKING AVAILABLE
INATAZAMA LAMI
NB, VIEWING FEE: 20,000/=
CONTACT: 0752573112#0788260239",https://makazimapya.s3.amazonaws.com/public/ads/images/0065a617-759b-46b1-b8e8-bd6c5cbbc0c8.jpg,2025-09-13 11:18:34.29113+00
